source_id,elicit_key,zotero_key,title,authors,year,doi,url,source_type,metadata_authority,verification_status,retrieval_status,notes
SRC-0018,18c4d3462f6296f78d41f4cf58bea121,,Barcode Medication Administration: Supporting Transitions in Articulation Work,L. Novak and N. Lorenzi,2008,,https://www.semanticscholar.org/paper/6923ecbb5e54b3dfc06ea8ec8927279d5796e144,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0019,18c4d349d65dfb0a18facc7990b6ceab,,A Coding Scheme for Other-initiated Repair Across Languages,Mark Dingemanse and Kobin H. Kendrick and N. Enfield,2016,10.1515/OPLI-2016-0002,http://www.degruyter.com/downloadpdf/j/opli.2016.2.issue-1/opli-2016-0002/opli-2016-0002.xml,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0020,18c4d349d66329af97319c28992f9a0c,,Conversational Repair and Human Understanding,Geoffrey Raymond and M. Hayashi and J. Sidnell,2018,10.26530/oapen_630827,https://www.semanticscholar.org/paper/c96fb1e287b4f8d4e698b8432b7bc36b63a06bdb,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0021,18c4d349db216cdef610291ff0665618,,Safeguarding LLM Agents from Misalignment through Provenance Analysis,Yining She and Yiliang Liang and Eunsuk Kang,2026,,https://www.semanticscholar.org/paper/ab63e4ddeae4a745322232cfd044e179940bdb14,literature,provisional_elicit,fulltext_verified,fulltext_audit_complete,"Exact arXiv:2607.01236v1 audited from committed PDF at imports/raw/literature/REV-003B/SRC-0021_she_liang_kang_2026_arxiv_v1.pdf (SHA-256 66ddafe54cae7a4f1e13e72ba77068eeb6ebc09cbd5e191a6752fbd226ae7968). Verified scope: provenance relations and implemented/evaluated pre-execution action gate; multi-actor public state, organizational authority, and human appeal were not located. Zotero remains bibliographic metadata authority pending reconciliation."
SRC-0022,18c4d349db2abd9f2867e81b11810f65,,Towards Verifiably Safe Tool Use for LLM Agents,A. Doshi and Yining Hong and Congying Xu and Eunsuk Kang and A. Kapravelos and Christian Kastner,2026,10.48550/arXiv.2601.08012,https://www.semanticscholar.org/paper/2c2d9c6b27aa735a9f8115e5cda59561d6b6cad0,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0023,18c4d3462da3323834e14855aed620eb,,"Why not both? Complementing explanations with uncertainty, and self-confidence in human-AI collaboration",I. Papantonis and Vaishak Belle,2025,10.3389/fcomp.2025.1560448,https://www.frontiersin.org/journals/computer-science/articles/10.3389/fcomp.2025.1560448/pdf,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0024,18c4d3462da4fecdb592ea97db6c95cd,,Synthesizing Explainable Behavior for Human-AI Collaboration,S. Kambhampati,2019,10.65109/zaox1509,https://www.semanticscholar.org/paper/07effbfa51309dee4237307da9d46414fbe8274f,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0025,18c4d3462da1387a822468d852690c22,,Augmented Reality-Based Explainable AI Strategies for Establishing Appropriate Reliance and Trust in Human-Robot Teaming,Matthew B. Luebbers and Aaquib Tabrez and Bradley Hayes,2022,,https://www.semanticscholar.org/paper/89df89ddd5f02982dfe789a3f8cc81ac3b23f4d6,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0026,18c4d434c6fafa85c7943060c7451378,,Computational Theory of Mind with Abstractions for Effective Human-Agent Collaboration,Emre Erdoğan and R. Verbrugge and P. Yolum,2024,10.5555/3635637.3663123,https://www.semanticscholar.org/paper/bde3184545bd302a1d0a4fe19119b5a934649ded,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0027,18c4d434c6ddfbc41258836100fd5a1b,,Towards an Approach for Modelling Uncertain Theory of Mind in Multi-Agent Systems,Stefan Sarkadi and Alison R. Panisson and Rafael Heitor Bordini and P. McBurney and S. Parsons,2018,10.1007/978-3-030-17294-7_1,https://www.semanticscholar.org/paper/9b44488f14c0056cc96865673d4f9f2f266fa20a,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0028,18c4d434ca18fa3fce6dd03a627d78ed,,Modeling recursive reasoning by humans using empirically informed interactive POMDPs,Prashant Doshi and Xiangyu Qu and Adam Goodie and Diana L. Young,2010,10.1145/1838206.1838365,https://www.semanticscholar.org/paper/4f37404987c2dbde8d5ca0407cc848c2a87ced7f,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0029,18c4d434c6e03a17bc4f643a26acc4a0,,MindCraft: Theory of Mind Modeling for Situated Dialogue in Collaborative Tasks,Cristian-Paul Bara and Sky CH-Wang and J. Chai,2021,10.18653/v1/2021.emnlp-main.85,https://aclanthology.org/2021.emnlp-main.85.pdf,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0030,18c4d434c7026668c9b4d86fbb8453a8,,Evaluating Theory of (an uncertain) Mind: Predicting the Uncertain Beliefs of Others in Conversation Forecasting,Anthony B. Sicilia and Malihe Alikhani,2024,10.48550/arXiv.2409.14986,https://arxiv.org/pdf/2409.14986,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0031,18c4d434c9036700d91291aeee82d40c,,Exploring the Role of Shared Mental Models for Implicit Coordination in Teams,Raegan M. Hoeft and F. Jentsch and K. Smith-Jentsch and C. Bowers,2005,10.1177/154193120504902110,https://www.semanticscholar.org/paper/349610969873d20977634f67013a86d893b7927f,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0032,18c4d434c9016ee4e92b3006267b9a54,,Transactive Memory Systems in Organizations,P. BrandonDavid and B. HollingsheadAndrea,2004,,https://www.semanticscholar.org/paper/eeb4b65048cd5d706e539b5514db610177fec4f9,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0033,18c4d434c8bbbda18617735b56639d54,,“I Know That I Don’t know…and I Explain Why” Robust Abstention via Counterfactual Explanations,V. Bonsignori and C. Punzi and R. Pellungrini and F. Giannotti,2026,10.1109/ACCESS.2026.3705102,https://doi.org/10.1109/access.2026.3705102,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0034,18c4d434c8bd62fee170fba63a1951a9,,"'The AI is uncertain, so am I. What now?': Navigating Shortcomings of Uncertainty Representations in Human-AI Collaboration with Capability-focused Guidance",Ulrike Schäfer and Lars Sipos and C. Müller-Birn,2025,10.1145/3757451,https://doi.org/10.1145/3757451,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0035,18c4d434c8af31cd3ed7f6f4cd7e923a,,Human-AI Collaborative Uncertainty Quantification,Sima Noorani and Shayan Kiyani and George Pappas and H. Hassani,2025,10.48550/arXiv.2510.23476,https://www.semanticscholar.org/paper/3d07403b1702d2a2cb877561f73d7da03550a549,literature,provisional_elicit,imported_unverified,starter_bib_imported,Imported from the Elicit starter corpus; reconcile metadata and citation key in Zotero and verify mechanism claims against full text.
SRC-0036,,,"Imperatives, Commitment and Action: Towards a Constraint-based Model",Paul Piwek,2000,,,literature,manual_verified,fulltext_verified,proxy_fulltext_audit_complete,ITRI-00-14 / LDV Forum 2000 proxy/companion comparator audited from imports/raw/literature/REV-003B/SRC-0036_piwek_2000_imperatives_commitment_action.pdf (SHA-256 b9c15c9b63318ac82efcf5c30ff89f4e994ab09d13f8676d5ade9c8d6a786ff2). Formal but unimplemented actor/context-indexed commitments and commitment-to-action constraints verified. This is not SRC-0004 and establishes nothing about the exact 1997 text; Zotero reconciliation remains pending.
